iv_malla_modis_id;tau;p_value;tendencia
169915;-0.2263;0.3246;0
169915;0.2154;0.3348;0
169915;-0.1846;0.4084;0
169915;-0.1374;0.5362;0
169915;0.1522;0.5171;0
169915;-0.1975;0.4118;0
169916;-0.1734;0.4445;0
169916;-0.0153;0.9452;0
169916;-0.0923;0.6793;0
169916;-0.0923;0.6793;0
169916;0.3799;0.1191;0
169916;-0.0898;0.7091;0
169917;-0.1876;0.4061;0
169917;0.0606;0.8406;0
169917;-0.0923;0.6793;0
169917;-0.1846;0.4084;0
169917;0.1856;0.4395;0
169917;-0.3213;0.1729;0
169918;-0.2814;0.2120;0
169918;-0.2994;0.1866;0
169918;-0.2947;0.1895;0
169918;-0.1103;0.6266;0
169918;0.4097;0.0827;0
169918;-0.2334;0.3321;0
169919;-0.2364;0.2971;0
169919;0.0909;0.7373;0
169919;-0.1293;0.5735;0
169919;-0.0465;0.8359;0
169919;0.0169;0.9425;0
169919;-0.0862;0.7180;0
169920;-0.0938;0.6774;0
169920;-0.0153;0.9452;0
169920;-0.1103;0.6266;0
169920;0.0953;0.6759;0
169920;0.2132;0.3720;0
169920;0.1207;0.6131;0
169227;-0.1940;0.4000;0
169227;0.1251;0.5791;0
169227;0.0615;0.7829;0
169227;-0.1086;0.6288;0
169227;-0.0970;0.6739;0
169227;-0.0898;0.7091;0
169228;-0.1846;0.4084;0
169228;0.1818;0.4590;0
169228;-0.1706;0.4474;0
169228;-0.2994;0.1866;0
169228;-0.0636;0.7805;0
169228;-0.0726;0.7652;0
169229;-0.3439;0.1278;0
169229;0.1069;0.6304;0
169229;-0.1706;0.4474;0
169229;-0.2595;0.2426;0
169229;0.5609;0.0143;1
169229;-0.0917;0.7060;0
169233;-0.2189;0.3325;0
169233;0.2154;0.3348;0
169233;0.0308;0.8904;0
169233;-0.1069;0.6304;0
169233;-0.5054;0.0290;-1
169233;-0.1856;0.4493;0
169234;-0.2814;0.2120;0
169234;0.2901;0.1916;0
169234;0.0775;0.7299;0
169234;-0.2636;0.2404;0
169234;-0.0163;0.9438;0
169234;-0.4220;0.0838;0
169235;-0.2364;0.2971;0
169235;0.3939;0.0863;0
169235;-0.0153;0.9452;0
169235;-0.2595;0.2426;0
169235;0.1005;0.6688;0
169235;-0.3191;0.1875;0
169236;-0.1086;0.6288;0
169236;0.1818;0.4590;0
169236;0.0923;0.6793;0
169236;-0.1876;0.4061;0
169236;-0.0862;0.7180;0
169236;-0.2989;0.2130;0
169237;-0.1122;0.6243;0
169237;0.1818;0.4590;0
169237;-0.0923;0.6793;0
169237;-0.2016;0.3685;0
169237;0.2961;0.2038;0
169237;-0.3909;0.1017;0
169238;-0.3127;0.1655;0
169238;0.0606;0.8406;0
169238;-0.2595;0.2426;0
169238;-0.0775;0.7299;0
169238;0.1551;0.5142;0
169238;-0.2536;0.2819;0
169239;-0.2636;0.2404;0
169239;0.0606;0.8406;0
169239;-0.3439;0.1272;0
169239;-0.2404;0.2924;0
169239;0.1741;0.4650;0
169239;0.0000;1.0000;0
169240;-0.2290;0.3025;0
169240;0.2326;0.2995;0
169240;0.0647;0.7784;0
169240;-0.0625;0.7819;0
169240;0.1346;0.5888;0
169240;0.0000;1.0000;0
169241;-0.1907;0.4031;0
169241;0.1539;0.4908;0
169241;0.1086;0.6288;0
169241;-0.0465;0.8359;0
169241;-0.2989;0.2080;0
169241;-0.0329;0.8877;0
168548;-0.2679;0.2374;0
168548;0.2727;0.2496;0
168548;0.1396;0.5342;0
168548;-0.2225;0.3293;0
168548;0.2120;0.3592;0
168548;-0.4037;0.1048;0
168549;-0.2326;0.3002;0
168549;0.2121;0.3807;0
168549;0.2770;0.2149;0
168549;-0.1876;0.4061;0
168549;0.3750;0.1047;0
168549;-0.3341;0.1640;0
168550;-0.1589;0.4860;0
168550;0.4122;0.0635;0
168550;0.3567;0.1122;0
168550;-0.1846;0.4084;0
168550;0.3133;0.1900;0
168550;-0.1340;0.5670;0
168551;-0.2049;0.3662;0
168551;0.1985;0.3716;0
168551;0.1985;0.3716;0
168551;0.0923;0.6793;0
168551;0.1316;0.5710;0
168551;-0.0371;0.8771;0
168553;-0.2679;0.2374;0
168553;0.1679;0.4496;0
168553;0.0313;0.8899;0
168553;-0.1069;0.6304;0
168553;0.0000;1.0000;0
168553;0.0380;0.8761;0
168554;-0.2016;0.3693;0
168554;0.1515;0.5452;0
168554;0.0000;1.0000;0
168554;-0.1846;0.4084;0
168554;0.0000;1.0000;0
168554;-0.0577;0.8146;0
168555;-0.1707;0.4697;0
168555;0.3512;0.1139;0
168555;-0.0458;0.8366;0
168555;-0.4187;0.0618;0
168555;0.0355;0.8817;0
168555;-0.5321;0.0299;-1
168556;-0.1589;0.4860;0
168556;0.3512;0.1139;0
168556;0.0155;0.9449;0
168556;-0.3257;0.1463;0
168556;0.4587;0.0593;0
168556;-0.0879;0.7141;0
168557;-0.1616;0.4817;0
168557;0.2290;0.3025;0
168557;-0.0615;0.7829;0
168557;-0.4122;0.0635;0
168557;0.0000;1.0000;0
168557;-0.4526;0.0584;0
168558;-0.2049;0.3662;0
168558;0.4242;0.0629;0
168558;-0.0775;0.7299;0
168558;-0.5315;0.0186;-1
168558;-0.0961;0.6959;0
168558;-0.5264;0.0234;-1
168559;-0.2994;0.1866;0
168559;0.2727;0.2496;0
168559;-0.1734;0.4445;0
168559;-0.2326;0.3002;0
168559;0.0000;1.0000;0
168559;-0.4097;0.0827;0
168560;-0.2814;0.2120;0
168560;0.3636;0.1160;0
168560;-0.0923;0.6793;0
168560;-0.1396;0.5342;0
168560;-0.2286;0.3357;0
168560;-0.4149;0.0759;0
167871;-0.2016;0.3693;0
167871;0.2727;0.2496;0
167871;0.2326;0.2995;0
167871;-0.3206;0.1489;0
167871;0.1316;0.5710;0
167871;-0.1257;0.6015;0
167875;-0.0647;0.7784;0
167875;0.3257;0.1470;0
167875;0.2016;0.3693;0
167875;-0.3512;0.1139;0
167875;-0.0371;0.8771;0
167875;-0.1741;0.4650;0
167876;-0.2586;0.2618;0
167876;0.4242;0.0629;0
167876;0.1103;0.6266;0
167876;-0.5118;0.0227;-1
167876;-0.3191;0.1875;0
167876;-0.2874;0.2203;0
167877;-0.0473;0.8351;0
167877;0.4428;0.0462;1
167877;0.0625;0.7815;0
167877;-0.4808;0.0323;-1
167877;-0.1456;0.5698;0
167877;-0.5593;0.0162;-1
167878;-0.1122;0.6249;0
167878;0.2462;0.2703;0
167878;0.2364;0.2979;0
167878;-0.2290;0.3025;0
167878;0.0870;0.7341;0
167878;-0.2909;0.2068;0
167879;-0.2543;0.2642;0
167879;0.3077;0.1682;0
167879;0.0473;0.8348;0
167879;-0.2501;0.2673;0
167879;-0.2289;0.3588;0
167879;-0.1366;0.5630;0
167880;-0.3127;0.1655;0
167880;0.2424;0.3108;0
167880;-0.0775;0.7299;0
167880;-0.3939;0.0863;0
167880;-0.0528;0.8260;0
167880;-0.4935;0.0342;-1
167881;-0.3257;0.1470;0
167881;0.4428;0.0462;1
167881;-0.0923;0.6793;0
167881;-0.4616;0.0387;-1
167881;-0.0830;0.7226;0
167881;-0.2680;0.2539;0
167192;-0.3365;0.1418;0
167192;0.4545;0.0447;1
167192;0.1396;0.5342;0
167192;-0.3940;0.0823;0
167192;-0.0647;0.7784;0
167192;-0.1316;0.5722;0
167193;-0.3439;0.1278;0
167193;0.2901;0.1916;0
167193;0.2225;0.3293;0
167193;-0.2501;0.2673;0
167193;0.3711;0.1221;0
167193;-0.0348;0.8838;0
167197;-0.1645;0.4802;0
167197;0.3385;0.1296;0
167197;0.0775;0.7299;0
167197;-0.2595;0.2426;0
167197;0.2872;0.2623;0
167197;0.2385;0.3303;0
167198;-0.0788;0.7282;0
167198;0.5038;0.0233;1
167198;0.0625;0.7819;0
167198;-0.2154;0.3348;0
167198;0.1346;0.5888;0
167198;-0.5809;0.0129;-1
167199;-0.2083;0.3615;0
167199;0.2326;0.3002;0
167199;-0.0465;0.8359;0
167199;-0.1515;0.5452;0
167199;-0.1040;0.6766;0
167199;-0.3350;0.1510;0
167200;-0.2724;0.2328;0
167200;0.3636;0.1160;0
167200;0.1231;0.5815;0
167200;-0.3512;0.1139;0
167200;-0.1140;0.6401;0
167200;-0.1675;0.4758;0
166519;-0.0938;0.6774;0
166519;0.4000;0.0732;0
166519;0.1563;0.4881;0
166519;-0.0615;0.7829;0
166519;0.1393;0.5589;0
166519;-0.1860;0.4301;0
166520;-0.1442;0.5289;0
166520;0.1679;0.4496;0
166520;0.0308;0.8904;0
166520;-0.1212;0.6384;0
166520;-0.2286;0.3357;0
166520;-0.1645;0.4802;0
166521;-0.3439;0.1278;0
166521;0.2727;0.2496;0
166521;0.1086;0.6288;0
166521;-0.1679;0.4496;0
166521;-0.1645;0.4788;0
166521;-0.3154;0.1773;0
165839;-0.1293;0.5735;0
165839;0.1231;0.5815;0
165839;0.1876;0.4054;0
165839;-0.1846;0.4084;0
165839;0.3940;0.0823;0
165839;-0.2772;0.2305;0
165840;-0.1734;0.4445;0
165840;0.3512;0.1139;0
165840;0.3310;0.1444;0
165840;-0.2770;0.2149;0
165840;0.2385;0.3164;0
165840;-0.1293;0.5748;0
165841;-0.2947;0.1895;0
165841;0.2424;0.3108;0
165841;0.0313;0.8899;0
165841;-0.2462;0.2703;0
165841;0.0000;1.0000;0
165841;-0.3686;0.1076;0
165160;-0.2994;0.1866;0
165160;0.4848;0.0311;1
165160;-0.0953;0.6744;0
165160;-0.3512;0.1139;0
165160;0.0192;0.9384;0
165160;-0.1975;0.4170;0
165161;-0.3948;0.0892;0
165161;0.3206;0.1489;0
165161;0.0788;0.7282;0
165161;-0.2901;0.1916;0
165161;0.2168;0.3840;0
165161;-0.2345;0.3181;0
164480;-0.0636;0.7805;0
164480;0.4242;0.0629;0
164480;0.0163;0.9438;0
164480;-0.4064;0.0719;0
164480;-0.0591;0.8123;0
164480;-0.3482;0.1454;0
